chr,start,end,width,DMR_id,beta_normal,beta_cancer,delta,p.adj,gc.content,no.cpgs.hm450,no.cpgs.genomic,no.cpgs.expected,cpg.ratio,num.changes,feature,f_start,f_end,feature_gene_name,closest_gene_name,closest_distance,gene_start,gene_end,contains.CGI,category,is.hyper,no.atac.peaks,selected
chr20,21701328,21705655,4328,101,0.108104560894175,0.31209306273061,0.203988501836435,3.89115743926836e-135,0.559149722735675,20,189,338.277264325324,0.558713280293757,0,INTER,21516026,21703659,-,PAX1,4,21705658,21705659,CGI,CGI-like proximal,hyper,0,TRUE
chr2,176128289,176129637,1349,102,0.126532703580838,0.372589684909897,0.246056981329059,3.9514746187083e-135,0.58117123795404,13,84,113.849518161601,0.737816034326717,0,P2000,176127694,176129693,HOXD8,HOXD8,57,176129693,176129694,CGI,CGI-like proximal,hyper,1,FALSE
chr17,61452660,61456274,3615,103,0.328151127825246,0.543319732054333,0.215168604229087,4.49987609972596e-135,0.517289073305671,13,155,235.60857538036,0.657870791628752,0,INTRON,61452577,61456445,TBX4,TBX4,172,61456445,61456446,CGI,CGI-like proximal,hyper,0,TRUE
chr14,94770275,94774223,3949,104,0.209820506316121,0.394233394362311,0.184412888046189,6.54856256896912e-135,0.52823499620157,23,188,275.431754874652,0.682564724919094,0,INTER,94772230,95086227,-,GSC,45,94770229,94770230,CGI,CGI-like proximal,hyper,0,TRUE
chr8,96157393,96160252,2860,105,0.121659276855431,0.332840976578096,0.211181699722665,1.12687505519739e-134,0.590909090909091,15,158,249.422727272727,0.633462723014963,0,INTRON,96145524,96160286,GDF6,GDF6,464,96160715,96160716,CGI,CGI-like proximal,hyper,0,TRUE
chr6,28258425,28259315,890,106,0.329035779387777,0.559521270517815,0.230485491130038,1.60855113172316e-134,0.485970819304153,8,33,51.6947250280584,0.638363004776378,1,P2000,28257320,28259319,NKAPL,NKAPL,5,28259319,28259320,CGI,CGI-like proximal,hyper,0,TRUE
chr11,32435711,32439694,3984,107,0.120217242974258,0.323306636680104,0.203089393705846,2.51055725363881e-134,0.560240963855422,20,209,312.150351405623,0.669549142132522,0,INTER,32437630,32581825,-,WT1,81,32435629,32435630,CGI,CGI-like proximal,hyper,0,TRUE
chr1,170659715,170662706,2991,108,0.233014668995061,0.481944404691503,0.248929735696442,5.15144795685469e-133,0.52105614973262,13,138,203.062834224599,0.679592602590015,1,P2000,170661134,170663133,PRRX1,PRRX1,428,170663133,170663134,CGI,CGI-like proximal,hyper,0,TRUE
chr1,66751990,66752452,463,109,0.0982137163412529,0.369413864241494,0.271200147900242,4.31714019610274e-132,0.576673866090713,10,21,38.488120950324,0.545622895622895,0,P2000,66750460,66752459,TCTEX1D1,TCTEX1D1,8,66752459,66752460,CGI,CGI-like proximal,hyper,0,TRUE
chr1,27341567,27341954,388,110,0.398893350730804,0.187138003799336,-0.211755346931468,5.74453841617592e-132,0.585051546391753,5,12,33.1855670103093,0.361602982292637,0,P2000,27340020,27342019,SYTL1,SYTL1,66,27342019,27342020,no CGI,CGI-like proximal,hypo,1,FALSE
chr7,157017813,157022151,4339,111,0.145508317873641,0.356226071777255,0.210717753903614,1.82042636033124e-131,0.60751325190136,24,311,400.259045863102,0.776996805479743,0,INTER,157012651,157136913,-,MNX1,7162,157010650,157010651,CGI,CGI-like distal,hyper,0,TRUE
chr14,60506135,60507807,1673,112,0.15900061336645,0.447098370937538,0.288097757571088,1.84728637817002e-131,0.519426180514047,12,71,111.864913329348,0.634694095645207,0,INTRON,60499430,60508950,C14orf39,SIX6,1144,60508950,60508951,CGI,CGI-like proximal,hyper,0,TRUE
chr15,66706588,66708617,2030,113,0.630968764521612,0.801244678095418,0.170275913573806,1.85729938639602e-131,0.532512315270936,10,44,143.911330049261,0.305743821455467,0,INTRON,66704075,66711667,SMAD6,SMAD6,3080,66711696,66711697,no CGI,non-CGI large distal,hyper,1,FALSE
chr2,174338769,174344527,5759,114,0.201279541726346,0.42548803418112,0.224208492454774,4.25027540596406e-131,0.528043063031776,22,304,401.417607223476,0.757316058213555,0,INTER,174338492,174348021,-,SP9,3823,174334945,174334946,CGI,CGI-like distal,hyper,1,FALSE
chr4,173505995,173511420,5425,115,0.300534757399039,0.456693782564336,0.156159025165297,4.86893353852216e-131,0.548470328050129,25,234,407.927570954663,0.573631244027893,1,INTER,173401536,173526090,-,HAND2,17869,173529288,173529289,CGI,CGI-like distal,hyper,2,FALSE
chr6,27679934,27680826,893,116,0.151624464275835,0.467821867193532,0.316197402917696,2.3393891781799e-129,0.483762597984323,10,54,52.2362821948488,1.03376422921088,0,INTER,27475118,27807443,-,HIST1H2BL,127105,27807930,27807931,CGI,CGI-like distal,hyper,0,TRUE
chr11,16610319,16612100,1782,117,0.421481746461893,0.63371126797933,0.212229521517437,4.80811873234757e-129,0.493827160493827,11,79,108.232884399551,0.729907554790508,0,INTER,16478388,16736401,-,C11orf58,126301,16738400,16738401,CGI,CGI-like distal,hyper,0,TRUE
chr7,21169304,21170162,859,118,0.355555542752519,0.635841323116475,0.280285780363956,2.1915615432655e-128,0.494761350407451,7,30,52.5681024447032,0.570688280627159,0,INTER,20788886,21426034,-,SP4,257872,21428033,21428034,no CGI,CGI-like distal,hyper,0,TRUE
chr10,8033753,8038461,4709,119,0.168175397731801,0.371329219038378,0.203153821306578,3.04081674992305e-128,0.576343172648121,20,231,390.788702484604,0.591112277635766,0,INTER,8016627,8052693,-,GATA3,16232,8054692,8054693,CGI,CGI-like distal,hyper,0,TRUE
chr11,45693101,45706447,13347,120,0.762191513175791,0.64007478557417,-0.12211672760162,3.59773961024158e-128,0.486776054544092,48,129,789.747658649884,0.16334331426893,2,INTER,45667622,45802072,-,CHST1,27479,45665621,45665622,no CGI,non-CGI large distal,hypo,0,FALSE
chr14,56796651,56799311,2661,121,0.235431586383396,0.472306400295061,0.236874813911665,6.73036144180905e-127,0.585494175122135,13,143,227.884254039835,0.627511543535619,0,INTER,56650606,56799904,-,OTX2,6337,56805647,56805648,CGI,CGI-like distal,hyper,0,TRUE
chr10,100115130,100115381,252,122,0.170979979786113,0.520086294348221,0.349106314562108,1.01329671055521e-126,0.761904761904762,4,32,35.2857142857143,0.906882591093117,0,INTER,100083877,100150093,-,CPN1,33253,100081876,100081877,CGI,CGI-like distal,hyper,0,TRUE
chr2,176071363,176073243,1881,123,0.140013550018141,0.370313656693067,0.230300106674926,1.61363821456329e-126,0.574162679425837,11,88,155.004784688995,0.567724410421041,0,INTER,176004839,176077471,-,EVX2,10670,176083912,176083913,CGI,CGI-like distal,hyper,0,TRUE
chr14,56810509,56812951,2443,124,0.167344326693873,0.490982795035299,0.323638468341426,1.92351438712282e-125,0.532951289398281,13,101,172.609496520671,0.58513582413413,0,P2000,56810479,56812479,OTX2,OTX2,30,56810478,56810479,CGI,CGI-like proximal,hyper,0,TRUE
chr7,1229749,1232890,3142,125,0.125808106619591,0.322370005484837,0.196561898865246,2.33598351407183e-125,0.598345003182686,20,222,280.71292170592,0.790843537414965,0,P2000,1230907,1232906,UNCX,UNCX,17,1232906,1232907,CGI,CGI-like proximal,hyper,0,TRUE
chr6,10419652,10422403,2752,126,0.146828508394288,0.346181086571277,0.199352578176989,3.04769955652724e-125,0.57921511627907,19,135,230.816860465116,0.584879283636227,0,P2000,10419638,10421638,TFAP2A,TFAP2A,14,10419637,10419638,CGI,CGI-like proximal,hyper,1,FALSE
chr21,36692884,36698766,5883,127,0.136489346830259,0.306802522473846,0.170313175643587,5.81978837204001e-125,0.589665136834948,26,348,511.32891381948,0.680579545953191,0,INTER,36578569,36697134,-,SIM2,368,36699133,36699134,CGI,CGI-like proximal,hyper,0,TRUE
chr2,66444346,66446853,2508,128,0.296891897459143,0.531291412960385,0.234399515501243,1.00974382223755e-123,0.57177033492823,11,142,204.491228070175,0.694406314344545,0,INTRON,66443048,66464108,MEIS1,MEIS1,3668,66440677,66440678,CGI,CGI-like distal,hyper,0,TRUE
chr1,50415513,50417341,1829,129,0.117347893893237,0.377789584207288,0.260441690314051,2.15039332573815e-123,0.600328048113723,9,101,164.632039365774,0.613489332872817,0,INTER,50203786,50417549,-,DMRTA2,4291,50421631,50421632,CGI,CGI-like distal,hyper,0,TRUE
chr5,55223055,55223858,804,130,0.287197817850495,0.562132577539187,0.274934759688692,7.49912501320328e-123,0.600746268656716,6,62,72.2014925373134,0.858708010335918,0,INTRON,55223023,55226575,MCIDAS,MCIDAS,3457,55227314,55227315,CGI,CGI-like distal,hyper,0,TRUE
chr12,14843581,14843842,262,131,0.664070590804208,0.840576245202635,0.176505654398427,1.50516571631066e-122,0.519083969465649,7,7,17.4045801526718,0.402192982456139,0,P2000,14843495,14845495,ART4,ART4,86,14843494,14843495,no CGI,CGI-like proximal,hyper,0,FALSE
chr6,50849444,50852422,2979,132,0.161662647266151,0.354766888468167,0.193104241202016,3.19532620865671e-122,0.506545820745217,16,130,191.075528700906,0.68035923220441,0,INTER,50847613,51615299,-,TFAP2B,30721,50818722,50818723,CGI,CGI-like distal,hyper,1,FALSE
chr2,44801125,44803245,2121,133,0.193400980061158,0.421978143744365,0.228577163683207,5.39103235251045e-121,0.542197076850542,15,118,155.834512022631,0.757213523939187,0,INTER,44772592,44939898,-,CAMKMT,96840,44704284,44704285,CGI,CGI-like distal,hyper,0,TRUE
chr15,89405699,89410139,4441,134,0.126069278987182,0.315484203550342,0.18941492456316,2.43420741298419e-120,0.557306912857465,22,252,344.813330331007,0.730830214011999,0,INTER,89336861,89471406,-,RHCG,69291,89479429,89479430,CGI,CGI-like distal,hyper,0,TRUE
chr1,63329608,63330592,985,135,0.169799304933413,0.443495972338442,0.273696667405029,6.51392126388807e-120,0.638578680203046,8,69,100.395939086294,0.687278794620288,0,INTER,63325126,63365590,-,FOXD3,6567,63323040,63323041,CGI,CGI-like distal,hyper,0,TRUE
chr13,99971953,99972711,759,136,0.184924421460334,0.433308560025269,0.248384138564935,6.66647166957827e-120,0.550724637681159,11,39,57.5296442687747,0.677911370663002,0,P2000,99971909,99973909,ZIC5,ZIC5,44,99971908,99971909,CGI,CGI-like proximal,hyper,0,TRUE
chr7,27130933,27131909,977,137,0.376134177230568,0.57740391651993,0.201269739289361,1.6507759489775e-119,0.54042988741044,17,47,71.3357215967247,0.658856445943037,0,INTRON,27130799,27140082,HOXA3,HOXA4,134,27130798,27130799,CGI,CGI-like proximal,hyper,1,FALSE
chr3,147421776,147424568,2793,138,0.203273041227041,0.417492493991411,0.21421945276437,1.36066363807743e-118,0.479412817758682,18,94,160.171858216971,0.586869635193133,0,INTER,147416719,148695784,-,ZIC1,12392,147409383,147409384,CGI,CGI-like distal,hyper,0,TRUE
chr5,93569986,93574828,4843,139,0.311413834095978,0.501874911555205,0.190461077459226,3.34266503642179e-118,0.55606029320669,20,244,374.358868469957,0.651781006276819,0,INTER,91385359,93581337,-,NR2F1,8509,93583336,93583337,CGI,CGI-like distal,hyper,0,TRUE
chr8,9901278,9908662,7384,140,0.158852974347188,0.291023084002044,0.132170109654856,5.00099333869992e-118,0.563303994583615,29,342,585.679620853081,0.583936998698801,1,INTER,9782346,10052268,-,TNKS,131147,9770130,9770131,CGI,CGI-like distal,hyper,0,TRUE
chr6,10882005,10884658,2654,141,0.251220682811459,0.468692533971916,0.217471851160457,1.34030645241957e-116,0.541823662396383,18,131,194.747927656368,0.672664410740991,0,P2000,10881941,10883941,GCM2,GCM2,64,10881940,10881941,CGI,CGI-like proximal,hyper,0,TRUE
chr4,173517779,173519530,1752,142,0.235861802223327,0.436065080081149,0.200203277857822,8.12028345199424e-115,0.567351598173516,13,87,139.98002283105,0.621517258251953,0,INTER,173401536,173526090,-,HAND2,9759,173529288,173529289,CGI,CGI-like distal,hyper,0,TRUE
chr5,73380212,73382632,2421,143,0.234348253605775,0.444648131966603,0.210299878360828,4.42734936540198e-114,0.63610078479967,12,196,244.574969021066,0.801390268123137,0,INTER,73175143,73446255,-,FOXD1,65895,73448526,73448527,CGI,CGI-like distal,hyper,0,TRUE
chr7,27102908,27104976,2069,144,0.305121304573241,0.486640142469676,0.181518837896435,1.43204603902143e-113,0.512324794586757,24,64,135.572740454326,0.472071301247771,0,P2000,27102811,27104811,HOXA2,HOXA2,97,27102810,27102811,CGI,CGI-like proximal,hyper,1,FALSE
chr5,73232284,73234645,2362,145,0.17903836698266,0.399450779588896,0.220412412606236,1.62588974132204e-113,0.612193056731583,15,139,220.488145639289,0.630419379676761,0,INTER,73175143,73446255,-,TMEM174,59089,73173194,73173195,CGI,CGI-like distal,hyper,0,TRUE
chr6,10389806,10391004,1199,146,0.182416229827286,0.470552833926415,0.288136604099129,2.08405300557848e-113,0.576313594662219,8,72,98.6772310258549,0.729651605050966,0,INTER,10213608,10393185,-,TFAP2A,13590,10404593,10404594,CGI,CGI-like distal,hyper,0,TRUE
chr9,969473,973198,3726,147,0.174085120591117,0.402595250301445,0.228510129710328,3.48407580899673e-113,0.623993558776168,15,277,362.256038647343,0.764652539773561,0,INTER,969090,974964,-,DMRT3,3766,976963,976964,CGI,CGI-like distal,hyper,1,FALSE
chr6,100455351,100458809,3459,148,0.254474220927575,0.444676019622497,0.190201798694922,7.11515288883935e-113,0.555941023417173,19,178,266.944203527031,0.666806012822734,0,INTRON,100453844,100463293,SIM1,SIM1,4868,100463676,100463677,CGI,CGI-like distal,hyper,2,FALSE
chr2,172107953,172110091,2139,149,0.264136576452871,0.505698695190708,0.241562118737836,2.09378788339473e-112,0.557737260402057,10,92,166.217858812529,0.553490465207854,0,INTER,172104900,172425354,-,DLX2,5053,172102899,172102900,CGI,CGI-like distal,hyper,0,TRUE
chr10,100659452,100659860,409,150,0.105339289500383,0.429069670968711,0.323730381468328,4.03447844879543e-112,0.511002444987775,6,31,26.6992665036675,1.16108058608059,0,INTER,100559998,100743711,-,PAX2,85851,100745710,100745711,CGI,CGI-like distal,hyper,0,TRUE
chr4,173499963,173502486,2524,151,0.425106261219487,0.620286517262292,0.195180256042805,3.82580167260574e-111,0.54635499207607,10,117,188.118066561014,0.621949832564606,0,INTER,173401536,173526090,-,HAND2,26803,173529288,173529289,CGI,CGI-like distal,hyper,0,TRUE
chr5,1882771,1886842,4072,152,0.109558258512303,0.298278361271201,0.188720102758899,6.97303003893086e-111,0.62426326129666,23,290,392.569007858546,0.738723623604274,0,INTRON,1882766,1886861,IRX4,IRX4,5,1882765,1882766,CGI,CGI-like proximal,hyper,0,TRUE
chr8,54457632,54457874,243,153,0.101444902774137,0.377980800027988,0.276535897253852,7.45874054646466e-111,0.699588477366255,8,25,29.037037037037,0.860969387755103,0,P2000,54455935,54457934,SOX17,SOX17,61,54457934,54457935,CGI,CGI-like proximal,hyper,0,TRUE
chr7,1054082,1055101,1020,154,0.68381177799257,0.83992933500566,0.156117557013089,3.61619050936889e-110,0.608823529411765,6,51,94.2196078431373,0.54128860401232,0,INTRON,1044658,1055273,C7orf50,GPR146,184,1055284,1055285,no CGI,CGI-like proximal,hyper,1,FALSE
chr2,176161131,176164076,2946,155,0.234888270913383,0.480942176010006,0.246053905096623,3.99197734666021e-110,0.523761031907671,19,97,201.368635437882,0.481703616797475,0,INTRON,176161080,176164076,HOXD3,HOXD3,1,176164076,176164077,CGI,CGI-like proximal,hyper,0,TRUE
chr2,199461868,199464763,2896,156,0.147897458724425,0.394511653156716,0.246614194432291,7.08353764821771e-110,0.644337016574586,9,224,300.574585635359,0.745239320638189,0,INTRON,199460532,199464835,SATB2,SATB2,345,199465107,199465108,CGI,CGI-like proximal,hyper,1,FALSE
chr1,156388047,156389461,1414,157,0.215042594398631,0.465412324262946,0.250369729864315,9.43987856242277e-110,0.624028268551237,11,88,136.863604240283,0.64297590647623,1,INTER,156385219,156404251,-,RHBG,18835,156369211,156369212,CGI,CGI-like distal,hyper,0,TRUE
chr12,53960378,53961744,1367,158,0.16479282286655,0.461925489124805,0.297132666258254,1.51633949314516e-109,0.617410387710315,8,108,130.226773957571,0.829322548028314,0,INTER,53958956,53971126,-,HOXC12,5544,53954833,53954834,CGI,CGI-like distal,hyper,2,FALSE
chr5,88671910,88673512,1603,159,0.194300970491381,0.41891694427238,0.224615973780999,6.70051093183533e-109,0.526512788521522,13,70,110.532751091703,0.633296460176991,0,INTER,88270857,88717116,-,MEF2C,58315,88731826,88731827,CGI,CGI-like distal,hyper,0,TRUE
chr10,22333864,22336945,3082,160,0.254248608305328,0.446725995335082,0.192477387029754,8.49570016652755e-109,0.642439974042829,19,267,317.924724205062,0.839821440964071,0,INTER,22331484,22343445,-,BMI1,7345,22326518,22326519,CGI,CGI-like distal,hyper,1,FALSE
chr7,130490105,130491305,1201,161,0.589468663911137,0.703071812659018,0.113603148747881,1.74836970862091e-108,0.502914238134888,22,55,75.8201498751041,0.72540083461454,0,INTRON,130487224,130491328,MEST,MEST,24,130491328,130491329,CGI,CGI-like proximal,hyper,1,FALSE
chr13,113179768,113179902,135,162,0.724419503530828,0.892198047172818,0.16777854364199,2.81891388180972e-108,0.562962962962963,2,5,10.4296296296296,0.47940340909091,0,INTRON,113179089,113179916,PCID2,PROZ,21114,113158653,113158654,no CGI,non-CGI small distal,hyper,0,FALSE
chr8,64585883,64587587,1705,163,0.308533172491155,0.525282602994023,0.216749430502867,5.2772788265316e-108,0.505571847507332,12,78,108.892082111437,0.716305524585131,0,INTER,64583628,64596134,-,BHLHE22,5516,64580366,64580367,CGI,CGI-like distal,hyper,0,TRUE
chr20,63176774,63179443,2670,164,0.0910220818260753,0.287637783449754,0.196615701623679,1.42271615297968e-107,0.731460674157303,19,332,353.931086142322,0.938035716553298,0,INTER,63009035,63195428,-,YTHDF1,36696,63216138,63216139,CGI,CGI-like distal,hyper,0,TRUE
chr19,1151961,1152190,230,165,0.652895591385689,0.877879202225499,0.22498361083981,1.4433828855104e-107,0.617391304347826,4,17,21.6391304347826,0.785613823588507,0,INTRON,1149442,1154183,SBNO2,SBNO2,2946,1155135,1155136,CGI,CGI-like distal,hyper,0,FALSE
chr2,74648100,74648260,161,166,0.410115470430868,0.650836053940415,0.240720583509547,1.47074855660297e-107,0.732919254658385,6,17,21,0.80952380952381,0,INTRON,74648037,74648264,M1AP,M1AP,63,74648036,74648037,CGI,non-CGI small proximal,hyper,0,TRUE
chr2,104861937,104864290,2354,167,0.159420832961184,0.35032488947293,0.190904056511746,4.4438791013695e-107,0.565845369583687,11,135,186.162701784197,0.725172113995715,0,INTER,104858574,105035983,-,POU3F3,6426,104855510,104855511,CGI,CGI-like distal,hyper,0,TRUE
chr1,217137809,217140942,3134,168,0.198336831060196,0.438005535647987,0.239668704587791,2.68315391603706e-106,0.518506700701978,15,128,210.545628589662,0.607944229749185,0,P2000,217137755,217139755,ESRRG,ESRRG,54,217137754,217137755,CGI,CGI-like proximal,hyper,0,TRUE
chr17,49963513,49965699,2187,169,0.203441214389094,0.428971924276078,0.225530709886984,4.97363424445342e-106,0.585733882030178,12,138,187.306812985825,0.736759105556099,0,INTER,49850017,49967174,-,DLX4,3475,49969173,49969174,CGI,CGI-like distal,hyper,0,TRUE
chr5,155727969,155729945,1977,170,0.14131008025854,0.348813361111917,0.207503280853376,8.83111819436838e-106,0.652503793626707,10,163,210.419828022256,0.774641826923077,0,INTER,155018132,155868344,-,SGCD,140399,155870343,155870344,CGI,CGI-like distal,hyper,1,FALSE
chr1,4653948,4654612,665,171,0.065448701807368,0.370661505236256,0.305212803428888,1.27350665089637e-105,0.733834586466165,5,81,89.5142857142857,0.904883498244494,0,P2000,4652732,4654731,AJAP1,AJAP1,120,4654731,4654732,CGI,CGI-like proximal,hyper,0,TRUE
chr7,27174331,27174764,434,172,0.134112702195624,0.437198215941777,0.303085513746153,2.09023122540341e-105,0.658986175115207,9,38,47.0345622119816,0.807916523783863,0,INTRON,27174306,27179645,HOXA9,HOXA10,25,27174305,27174306,CGI,CGI-like proximal,hyper,0,TRUE
