"","chr","start","end","center","width"
"657","chr11",88175075,88175618,88175346,543
"658","chr16",31224204,31224783,31224493,579
"659","chr7",1412781,1413158,1412969,377
"660","chr19",18257672,18258101,18257886,429
"661","chr15",39580326,39581366,39580846,1040
"662","chr15",73926355,73928032,73927193,1677
"663","chr2",200811266,200812583,200811924,1317
"664","chr1",246788912,246789209,246789060,297
"665","chr20",32189953,32190526,32190239,573
"666","chr2",219541641,219542118,219541879,477
"667","chr3",114350878,114351811,114351344,933
"668","chr1",222465419,222465631,222465525,212
"669","chr2",44801816,44802896,44802356,1080
"670","chr4",1539864,1540141,1540002,277
"671","chr6",119077926,119079058,119078492,1132
"672","chr8",58145608,58146855,58146231,1247
"673","chr12",53695427,53695629,53695528,202
"674","chr6",29627521,29628187,29627854,666
"675","chr4",185638877,185639207,185639042,330
"676","chr4",1978853,1979107,1978980,254
"677","chr15",100849527,100850055,100849791,528
"678","chr8",124538970,124539280,124539125,310
"679","chr6",125790391,125791334,125790862,943
"680","chr19",52527643,52528106,52527874,463
"681","chr1",3001801,3002189,3001995,388
"682","chr3",187743680,187744937,187744308,1257
"683","chr15",26891768,26892013,26891890,245
"684","chr12",6766407,6767757,6767082,1350
"685","chr15",55587594,55589030,55588312,1436
"686","chr2",130916113,130916577,130916345,464
"687","chr13",102798527,102800866,102799696,2339
"688","chr6",31889119,31889327,31889223,208
"689","chr16",58733543,58734424,58733983,881
"690","chr20",45311666,45312175,45311920,509
"691","chr3",138915508,138916147,138915827,639
"692","chr6",31665038,31666316,31665677,1278
"693","chr5",159773230,159773685,159773457,455
"694","chr12",52600988,52601528,52601258,540
"695","chr3",147395821,147396692,147396256,871
"696","chr19",47743375,47743857,47743616,482
"697","chr16",19555164,19556066,19555615,902
"698","chr7",75638686,75639633,75639159,947
"699","chr17",45147405,45150249,45148827,2844
"700","chr7",137846379,137847636,137847007,1257
"701","chr2",95207143,95207800,95207471,657
"702","chr12",111310374,111310588,111310481,214
"703","chr12",51847061,51849567,51848314,2506
"704","chr12",57546780,57547078,57546929,298
"705","chr6",39303740,39303982,39303861,242
"706","chr8",1495701,1495920,1495810,219
"707","chr6",17706061,17707108,17706584,1047
"708","chr19",35278974,35279201,35279087,227
"709","chr17",80353873,80354166,80354019,293
"710","chr6",147203677,147204712,147204194,1035
"711","chr15",75578461,75579473,75578967,1012
"712","chr14",20413410,20413611,20413510,201
"713","chr8",144427952,144428762,144428357,810
"714","chr2",191245344,191246214,191245779,870
"715","chr6",132798344,132798663,132798503,319
"716","chrX",101390792,101391119,101390955,327
"717","chr17",3623949,3624201,3624075,252
"718","chr17",50944495,50944918,50944706,423
"719","chr7",155338259,155338802,155338530,543
"720","chr1",6208760,6209528,6209144,768
"721","chr2",119223503,119224242,119223872,739
"722","chrX",126165262,126166453,126165857,1191
"723","chr6",29792169,29793126,29792647,957
"724","chr7",8261401,8262622,8262011,1221
"725","chr17",77280888,77282090,77281489,1202
"726","chr5",141303628,141304206,141303917,578
"727","chr3",38039137,38039696,38039416,559
"728","chr19",29212663,29213424,29213043,761
"729","chr6",169167170,169167515,169167342,345
"730","chr7",100428181,100430379,100429280,2198
"731","chr1",3231281,3231517,3231399,236
"732","chr1",147171891,147172922,147172406,1031
"733","chr1",223081476,223081699,223081587,223
"734","chr6",30171941,30172486,30172213,545
"735","chr12",96907024,96907509,96907266,485
"736","chr16",86931665,86931890,86931777,225
"737","chr1",2443379,2444375,2443877,996
"738","chr10",130014778,130015013,130014895,235
"739","chr16",15949361,15950070,15949715,709
"740","chr15",29115492,29116026,29115759,534
"741","chr6",33454269,33454753,33454511,484
"742","chr8",1841813,1842102,1841957,289
"743","chr1",145927161,145927504,145927332,343
"744","chr17",49035894,49036128,49036011,234
"745","chr1",16980056,16980868,16980462,812
"746","chr6",33199994,33200938,33200466,944
"747","chr17",7548833,7549228,7549030,395
"748","chr7",87627642,87629128,87628385,1486
"749","chr12",31323783,31326448,31325115,2665
"750","chrX",49269182,49270737,49269959,1555
"751","chr6",2841539,2842039,2841789,500
"752","chr4",101346478,101348464,101347471,1986
"753","chr3",195953933,195954692,195954312,759
"754","chr16",81095756,81096613,81096184,857
"755","chr6",168078886,168079129,168079007,243
"756","chr10",71850904,71851390,71851147,486
"757","chr19",7533527,7536122,7534824,2595
"758","chr1",108692166,108692539,108692352,373
"759","chr2",27890193,27890897,27890545,704
"760","chr6",31862522,31863171,31862846,649
"761","chr12",11500298,11500841,11500569,543
"762","chr19",10543552,10544366,10543959,814
"763","chr7",23013352,23014383,23013867,1031
"764","chr8",56448026,56448256,56448141,230
"765","chr13",32315396,32315763,32315579,367
"766","chr18",58670979,58671846,58671412,867
"767","chr12",121578265,121580682,121579473,2417
"768","chr7",43729215,43729880,43729547,665
"769","chr7",47581514,47582129,47581821,615
"770","chr19",12696191,12696747,12696469,556
"771","chr8",97277376,97278176,97277776,800
"772","chr17",74776105,74776553,74776329,448
"773","chr17",35578483,35578707,35578595,224
"774","chr6",122789143,122789733,122789438,590
"775","chr19",5690116,5692202,5691159,2086
"776","chr17",29566068,29569060,29567564,2992
"777","chr12",130904718,130905238,130904978,520
"778","chr20",59031990,59032727,59032358,737
"779","chr8",747858,748262,748060,404
"780","chr1",3786900,3787344,3787122,444
"781","chr3",125519652,125520357,125520004,705
"782","chrX",150361273,150365823,150363548,4550
"783","chr4",1009318,1012494,1010906,3176
"784","chr19",7847743,7848009,7847876,266
"785","chr12",44876047,44877052,44876549,1005
"786","chr3",49339907,49340421,49340164,514
"787","chr4",164383176,164384025,164383600,849
"788","chr7",133081749,133082336,133082042,587
"789","chr1",2372720,2372937,2372828,217
"790","chr2",48314377,48315448,48314912,1071
"791","chr15",96344186,96344387,96344286,201
"792","chr16",71289212,71289611,71289411,399
"793","chr1",28235999,28236465,28236232,466
"794","chr1",98661316,98662155,98661735,839
"795","chr2",110204823,110205054,110204938,231
"796","chr16",3457545,3458606,3458075,1061
"797","chr8",143317019,143317221,143317120,202
"798","chr18",3449271,3452362,3450816,3091
"799","chr3",185586034,185586709,185586371,675
"800","chr12",123388650,123390050,123389350,1400
"801","chr19",4954441,4954859,4954650,418
"802","chr8",73971999,73972367,73972183,368
"803","chr7",87345424,87345772,87345598,348
"804","chr4",38663028,38664910,38663969,1882
"805","chr9",35115704,35116449,35116076,745
"806","chr16",4693042,4694355,4693698,1313
"807","chr3",44761360,44762126,44761743,766
"808","chr7",134316455,134317230,134316842,775
"809","chr12",15788784,15789806,15789295,1022
"810","chr15",63277097,63277301,63277199,204
"811","chr19",12668981,12670280,12669630,1299
"812","chr8",142279952,142280281,142280116,329
"813","chr10",133205173,133205580,133205376,407
"814","chr13",112765838,112766070,112765954,232
"815","chr7",9726032,9726586,9726309,554
"816","chr19",7440037,7440300,7440168,263
"817","chr16",88715743,88716109,88715926,366
"818","chr6",42050401,42050866,42050633,465
"819","chr9",71911489,71911763,71911626,274
"820","chr8",84184524,84185012,84184768,488
"821","chr1",39639338,39640035,39639686,697
"822","chr11",3840625,3841766,3841195,1141
"823","chr19",10223942,10224835,10224388,893
"824","chr2",8456777,8457443,8457110,666
"825","chr2",63840758,63841772,63841265,1014
"826","chr6",62285950,62286323,62286136,373
"827","chr1",155308616,155308952,155308784,336
"828","chr1",224615935,224617612,224616773,1677
"829","chr1",229431459,229434937,229433198,3478
"830","chr19",14089708,14091552,14090630,1844
"831","chr2",39665576,39666511,39666043,935
"832","chr20",63767056,63767637,63767346,581
"833","chr8",53877021,53878105,53877563,1084
"834","chr16",89159279,89159787,89159533,508
"835","chrX",139446824,139447142,139446983,318
"836","chr17",78990501,78990780,78990640,279
"837","chrX",69128556,69128932,69128744,376
"838","chr22",50481024,50482044,50481534,1020
"839","chr18",79950769,79952896,79951832,2127
"840","chr1",24929036,24932514,24930775,3478
"841","chr7",2661696,2662110,2661903,414
"842","chr16",88896262,88897043,88896652,781
"843","chr7",158405853,158406215,158406034,362
"844","chr1",31065565,31066091,31065828,526
"845","chr1",228082028,228083800,228082914,1772
"846","chr6",167825383,167827879,167826631,2496
"847","chr2",176128222,176128458,176128340,236
"848","chr10",133393963,133394569,133394266,606
"849","chr10",103192485,103193475,103192980,990
"850","chr7",158863591,158864053,158863822,462
"851","chr6",169139406,169139938,169139672,532
"852","chr16",87985025,87985348,87985186,323
"853","chr12",45728688,45730672,45729680,1984
"854","chr19",36797440,36797821,36797630,381
"855","chr19",55407331,55408448,55407889,1117
"856","chr11",33015660,33016371,33016015,711
"857","chr13",21326286,21326498,21326392,212
"858","chr6",33320956,33321231,33321093,275
"859","chr2",203327932,203328661,203328296,729
"860","chr1",29230708,29231115,29230911,407
"861","chrY",8279836,8280169,8280002,333
"862","chr4",38688687,38688984,38688835,297
"863","chr7",1065623,1066338,1065980,715
"864","chr7",92245467,92246537,92246002,1070
"865","chr4",74933090,74934721,74933905,1631
"866","chr1",111619582,111620215,111619898,633
"867","chr13",112943239,112943973,112943606,734
"868","chr6",26271117,26271360,26271238,243
"869","chr1",39683759,39684341,39684050,582
"870","chr12",68686800,68687372,68687086,572
"871","chr16",7304332,7304607,7304469,275
"872","chr19",56159707,56160250,56159978,543
"873","chr16",3979156,3979412,3979284,256
"874","chr1",245687875,245689212,245688543,1337
"875","chr16",10180086,10183567,10181826,3481
"876","chr10",132879347,132879748,132879547,401
"877","chr12",122980273,122981425,122980849,1152
"878","chr1",151837984,151839208,151838596,1224
"879","chr3",64023207,64023617,64023412,410
"880","chr2",74464832,74465530,74465181,698
"881","chr17",81341162,81346853,81344007,5691
"882","chr2",233476712,233477084,233476898,372
"883","chr6",163972039,163972792,163972415,753
"884","chr20",36605426,36606379,36605902,953
"885","chr1",150281954,150282226,150282090,272
"886","chr7",47052646,47053478,47053062,832
"887","chr4",185016088,185016596,185016342,508
"888","chr17",34578946,34581852,34580399,2906
"889","chr10",101006564,101006936,101006750,372
"890","chr4",54109220,54110035,54109627,815
"891","chr2",219570104,219571259,219570681,1155
"892","chr16",85329510,85329754,85329632,244
"893","chr2",218858979,218860287,218859633,1308
"894","chr4",966717,967048,966882,331
"895","chr2",178112351,178113101,178112726,750
"896","chr1",25246475,25248030,25247252,1555
"897","chrX",44872356,44874107,44873231,1751
"898","chr3",128496369,128498062,128497215,1693
"899","chr16",66924830,66925752,66925291,922
"900","chr16",29811842,29812585,29812213,743
"901","chr19",14162617,14163361,14162989,744
"902","chr2",54723257,54725351,54724304,2094
"903","chr16",89574645,89577007,89575826,2362
"904","chr19",835272,835524,835398,252
"905","chr6",116876926,116877542,116877234,616
"906","chr17",61454362,61455072,61454717,710
"907","chr12",47235251,47235897,47235574,646
"908","chr18",44679018,44680830,44679924,1812
"909","chr3",127915150,127915745,127915447,595
"910","chr13",112785919,112786743,112786331,824
"911","chr3",138834317,138835236,138834776,919
"912","chr10",102713642,102714954,102714298,1312
"913","chr11",123741190,123741837,123741513,647
"914","chr17",44014344,44014580,44014462,236
"915","chr3",49199215,49199895,49199555,680
"916","chr2",1648223,1649629,1648926,1406
"917","chr1",172532770,172533405,172533087,635
"918","chr19",17821142,17821561,17821351,419
"919","chr4",127880731,127881541,127881136,810
"920","chr8",22156591,22157046,22156818,455
"921","chr19",38385430,38388310,38386870,2880
"922","chr1",226976038,226976536,226976287,498
"923","chr16",87382977,87384632,87383804,1655
"924","chr4",82428900,82431306,82430103,2406
"925","chr22",29766847,29767117,29766982,270
"926","chr6",165660394,165664264,165662329,3870
"927","chr17",36808073,36808733,36808403,660
"928","chr5",141374087,141374385,141374236,298
"929","chr6",33417901,33418485,33418193,584
"930","chr1",36149254,36149861,36149557,607
"931","chr19",4558351,4558567,4558459,216
"932","chr2",176092326,176093551,176092938,1225
"933","chr16",3879482,3881650,3880566,2168
"934","chr16",2297281,2297635,2297458,354
"935","chr17",19713770,19714111,19713940,341
"936","chr16",24729345,24730481,24729913,1136
"937","chr7",27739947,27740982,27740464,1035
"938","chr2",238231455,238232018,238231736,563
"939","chr10",119165273,119166046,119165659,773
"940","chr2",108786451,108787110,108786780,659
"941","chr17",79810010,79816043,79813026,6033
"942","chr5",178525109,178525737,178525423,628
"943","chr19",49766375,49767248,49766811,873
"944","chr17",7237802,7239752,7238777,1950
"945","chr15",40925591,40930982,40928286,5391
"946","chr4",165207233,165208103,165207668,870
"947","chr1",248873209,248873811,248873510,602
"948","chr2",171922223,171922789,171922506,566
"949","chr2",161160372,161160820,161160596,448
"950","chr1",32901191,32901721,32901456,530
"951","chr2",45650039,45652546,45651292,2507
"952","chr7",27113568,27114168,27113868,600
"953","chr12",54030826,54031389,54031107,563
"954","chr2",11155454,11155880,11155667,426
"955","chr1",153990751,153991034,153990892,283
"956","chrX",13652967,13653487,13653227,520
"957","chr6",30326392,30327294,30326843,902
"958","chr9",135499548,135501425,135500486,1877
"959","chr19",13932832,13933398,13933115,566
"960","chr1",39900923,39902541,39901732,1618
"961","chrX",30308322,30309551,30308936,1229
"962","chr6",168517916,168518222,168518069,306
"963","chr8",122780130,122782847,122781488,2717
"964","chr2",241890848,241891078,241890963,230
"965","chr10",129838834,129839046,129838940,212
"966","chr19",43935048,43935460,43935254,412
"967","chr22",18023653,18024646,18024149,993
"968","chr1",1354327,1355746,1355036,1419
"969","chr22",17418807,17419240,17419023,433
"970","chr12",69585285,69585944,69585614,659
"971","chr3",49802670,49803758,49803214,1088
"972","chr2",62456987,62457417,62457202,430
"973","chr1",235866287,235867297,235866792,1010
"974","chr2",1476986,1477859,1477422,873
"975","chr16",1959402,1960082,1959742,680
"976","chrX",101552810,101553065,101552937,255
"977","chr15",83011255,83011780,83011517,525
"978","chr1",157045504,157046163,157045833,659
"979","chr1",52032780,52033833,52033306,1053
"980","chr19",49337930,49338371,49338150,441
"981","chr5",65102872,65103389,65103130,517
"982","chr4",26028798,26029070,26028934,272
"983","chr16",48365819,48366129,48365974,310
"984","chr17",3845844,3846484,3846164,640
"985","chr18",3879202,3880087,3879644,885
"986","chr1",113904832,113905402,113905117,570
"987","chr2",121736532,121737343,121736937,811
"988","chr17",9904750,9905022,9904886,272
"989","chr11",2268874,2271702,2270288,2828
"990","chr5",176809760,176811080,176810420,1320
"991","chr15",78640845,78641479,78641162,634
"992","chr1",151047735,151048151,151047943,416
"993","chr6",152302144,152302345,152302244,201
"994","chr11",66257439,66258782,66258110,1343
"995","chr5",14871757,14872262,14872009,505
"996","chr1",46167017,46167260,46167138,243
